Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,117.2734375,122.48046875,117.2734375,122.48046875,-1.7932990789413452,3804416
2000-01-04,132.2785186767578,132.2785186767578,125.0,132.11093139648438,-1.9343039989471436,12100608
2000-01-05,131.2578125,131.2578125,121.54219055175781,121.54219055175781,-1.7795614004135132,15264256
2000-01-06,119.53125,120.3125,111.81913757324219,111.81913757324219,-1.6372007131576538,9052800
2000-01-07,102.875,102.875,102.87382507324219,102.87382507324219,-1.5062282085418701,696832
2000-01-10,103.515625,110.9375,94.6441421508789,107.03125,-1.5670992136001587,36716160
2000-01-11,109.296875,109.296875,98.4691390991211,98.4691390991211,-1.4417370557785034,31226496
2000-01-12,93.75,104.21875,90.6328125,101.5703125,-1.48714280128479,21319296
2000-01-13,101.171875,103.125,93.4449234008789,93.9535140991211,-1.3756215572357178,12755456
2000-01-14,93.453125,96.1953125,87.59375,94.3828125,-1.3819068670272827,18301568
2000-01-17,101.171875,101.546875,91.8046875,92.576171875,-1.355454921722412,14982912
2000-01-18,92.1875,96.078125,89.0625,95.625,-1.4000948667526245,16369792
2000-01-19,96.0859375,103.046875,96.0859375,101.556640625,-1.4869425296783447,22184448
2000-01-20,101.953125,105.453125,98.359375,98.69023132324219,-1.4449740648269653,17599232
2000-01-21,98.0859375,106.25,97.3984375,105.73828125,-1.5481680631637573,23618688
2000-01-24,114.046875,114.1968765258789,109.765625,111.71875,-1.6357313394546509,17801280
2000-01-25,111.71875,113.28125,107.97187805175781,112.8125,-1.651745319366455,11948480
2000-01-27,112.5,116.78125,112.5,114.1875,-1.6718777418136597,12049344
2000-01-28,115.21875,118.75,115.21875,117.96875,-1.7272411584854126,17169088
2000-01-31,115.609375,117.1875,110.953125,112.578125,-1.6483138799667358,6149312
2000-02-01,112.5,115.3812484741211,111.109375,115.09375,-1.6851465702056885,4218560
2000-02-02,115.390625,117.18359375,113.90625,114.6875,-1.6791983842849731,5298048
2000-02-03,114.8125,116.984375,114.8125,116.40625,-1.704363465309143,5561792
2000-02-04,116.796875,124.21875,116.796875,122.5625,-1.7945001125335693,17085504
2000-02-07,128.125,132.3671875,127.578125,132.3671875,-1.9380556344985962,14592768
2000-02-08,140.625,142.421875,136.703125,138.75,-2.0315093994140625,12566528
2000-02-09,139.0625,142.1875,133.98828125,135.609375,-1.9855259656906128,9785792
2000-02-10,135.921875,144.90625,135.921875,144.140625,-2.1104366779327393,13268480
2000-02-11,144.53125,155.6710968017578,144.53125,155.6710968017578,-2.2792606353759766,4043264
2000-02-14,168.1242218017578,168.1242218017578,168.1242218017578,168.1242218017578,-2.461592674255371,2210880
2000-02-15,168.1242218017578,168.1242218017578,154.6750030517578,155.9375,-2.283161163330078,25090240
2000-02-16,154.6875,160.15625,147.65625,155.4617156982422,-2.2761952877044678,7859520
2000-02-17,156.234375,165.625,156.234375,160.4171905517578,-2.3487496376037598,9680960
2000-02-18,162.8125,165.609375,152.734375,153.75,-2.2511327266693115,10114624
2000-02-21,155.46875,165.625,153.140625,160.546875,-2.350649356842041,15096000
2000-02-22,162.328125,164.046875,155.9375,156.09375,-2.2854485511779785,8775744
2000-02-23,157.03125,159.0625,143.60702514648438,143.60702514648438,-2.10262393951416,8409216
2000-02-24,144.1875,149.984375,139.921875,148.3515625,-2.172091007232666,7132992
2000-02-25,146.875,146.875,136.4835968017578,136.4992218017578,-1.998555064201355,10261312
2000-02-28,135.9375,138.90625,125.5796890258789,133.59375,-1.9560142755508423,10146432
2000-02-29,134.765625,144.2804718017578,131.25,136.00936889648438,-1.9913820028305054,22618432
